entry	description	source_url
gifs/candidate-0346.gif	several women dance together in a room with several lights displayed.	https://38.media.tumblr.com/f737b19473a0261ec4890e6a142efa38/tumblr_nnzsydF8Eh1u5vul0o1_400.gif
gifs/candidate-0227.gif	a skateboarder is doing a trick before riding down a ramp.	https://38.media.tumblr.com/404763853cdd099898ac4077c0a14f21/tumblr_np30s1AKvL1s3y0ayo1_400.gif
gifs/candidate-0072.gif	a man skateboarding along a road then are making a jump.	https://38.media.tumblr.com/9375bebf918ac7a042a3c0768d1b9b96/tumblr_noh4cg4LyB1u93ikoo1_400.gif
gifs/candidate-0333.gif	a cat is hitting transparent paper on a white door	https://38.media.tumblr.com/bceca27811eb2df3cd8ef60d19fce4fb/tumblr_nputkiK8pN1uv0y2ro1_250.gif
gifs/candidate-0362.gif	a guy is dancing a dance in front of a chrome background.	https://38.media.tumblr.com/c25e9c5c4164ecead0e98557f41b9697/tumblr_n9154859zc1thu6jjo1_400.gif
gifs/candidate-0088.gif	a woman is running to a doctor and hugging him.	https://38.media.tumblr.com/6d5d2bd63f5303dbb4651db76df89976/tumblr_npa0fhkoBp1uq9ss4o1_250.gif
gifs/candidate-0244.gif	a teenage boy on a skateboard grinds along a low ledge.	https://38.media.tumblr.com/dffa44d55952d46bf834627cb0743e88/tumblr_nq97za5O2q1ux28e2o1_400.gif
gifs/candidate-0171.gif	a gray chubby animal is running down the hall	https://38.media.tumblr.com/2abde873bcd9050741261e049c3086d2/tumblr_mw8qz9Fl731spy7ono1_400.gif
gifs/candidate-0196.gif	a man is smiling and laughing to a friend.	https://38.media.tumblr.com/356d90b6fa57e86f37028e0cc0045bf4/tumblr_npor1fLLsm1tf647io1_250.gif
gifs/candidate-0290.gif	a group of men are dancing and waving their arms.	https://38.media.tumblr.com/b9279e47a668cd5aae52e4749f4ded52/tumblr_npctrqYW851uuqrgjo1_400.gif
gifs/candidate-0330.gif	a man with short red hair is dancing under lights.	https://38.media.tumblr.com/bc2eded17e9c5f7e8036d2eb3fb980fe/tumblr_nqrnznc81p1r1m4b8o1_400.gif
gifs/candidate-0256.gif	a lady in red dances then turns around and has a cartoon face	https://38.media.tumblr.com/tumblr_ma4y7onUUH1rdxdrfo1_400.gif
gifs/candidate-0440.gif	a man is dancing and moving in front of a podium.	https://31.media.tumblr.com/12c8a5e917a86203963727d3ec18b3c7/tumblr_nqnon9KNvh1t95h1uo1_400.gif
gifs/candidate-0021.gif	a man riding on some drum and beating it and singing.	https://38.media.tumblr.com/81c408ac0a101d90c548284655f22c41/tumblr_notdrxYMLZ1uwsm9to1_400.gif
